artist,Unnamed: 0,track,track_artist,track_title,track_remix,track_basic,artist_basic,cluster
Showtek,1767,David Guetta & Showtek feat. MAGIC! & Sonny Wilson - Sun Goes Down,David Guetta & Showtek feat. MAGIC! & Sonny Wilson,Sun Goes Down,[],Sun Goes Down,David Guetta & Showtek,1
Showtek,1768,Dual Color feat. Richie Loop - Make It Bounce,Dual Color feat. Richie Loop,Make It Bounce,[],Make It Bounce,Dual Color,1
Showtek,1769,Henry Fong - ID,Henry Fong,ID,[],ID,Henry Fong,1
Showtek,1770,Nom De Strip & TJR - ID,Nom De Strip & TJR,ID,[],ID,Nom De Strip & TJR,1
Showtek,1771,Showtek - ID,Showtek,ID,[],ID,Showtek,1
Showtek,1772,Travis Scott feat. Kendrick Lamar - Goosebumps,Travis Scott feat. Kendrick Lamar,Goosebumps,[],Goosebumps,Travis Scott,1
Showtek,1773,Matroda - Dat Vibe Pt. 2,Matroda,Dat Vibe Pt. 2,[],Dat Vibe Pt. 2,Matroda,1
Showtek,1774,Fat Joe & Remy Ma feat. French Montana - All The Way Up (David Guetta & GLOWINTHEDARK Remix),Fat Joe & Remy Ma feat. French Montana,All The Way Up (David Guetta & GLOWINTHEDARK Remix),['David Guetta & GLOWINTHEDARK Remix'],All The Way Up ,Fat Joe & Remy Ma,1
Showtek,1775,Ghastly feat. Jameston Thieves - Fuk Watchu Think,Ghastly feat. Jameston Thieves,Fuk Watchu Think,[],Fuk Watchu Think,Ghastly,1
Showtek,1776,Showtek - We Like To Party,Showtek,We Like To Party,[],We Like To Party,Showtek,1
Showtek,1777,Breathe Carolina & Dropgun feat. Kaleena Zanders - Rhythm Is A Dancer,Breathe Carolina & Dropgun feat. Kaleena Zanders,Rhythm Is A Dancer,[],Rhythm Is A Dancer,Breathe Carolina & Dropgun,1
Showtek,1778,LOUD ABOVT US! - Drums,LOUD ABOVT US!,Drums,[],Drums,LOUD ABOVT US!,1
Showtek,1779,Matisse & Sadko - Lock 'N' Load,Matisse & Sadko,Lock 'N' Load,[],Lock 'N' Load,Matisse & Sadko,1
Showtek,1780,Eva Shaw & Zookeeper - Bumpah,Eva Shaw & Zookeeper,Bumpah,[],Bumpah,Eva Shaw & Zookeeper,1
Showtek,1781,David Guetta & Showtek feat. Vassy - BAD,David Guetta & Showtek feat. Vassy,BAD,[],BAD,David Guetta & Showtek,1
Showtek,1782,House Of Pain - Jump Around,House Of Pain,Jump Around,[],Jump Around,House Of Pain,1
Showtek,1783,Showtek - Slow Down,Showtek,Slow Down,[],Slow Down,Showtek,1
Showtek,1784,Noisecontrollers & Showtek - Get Loose (Ti*sto Remix),Noisecontrollers & Showtek,Get Loose (Ti*sto Remix),['Ti*sto Remix'],Get Loose ,Noisecontrollers & Showtek,1
Showtek,1785,Yo Majesty - Club Action (Smookie Illson Bootleg),Yo Majesty,Club Action (Smookie Illson Bootleg),['Smookie Illson Bootleg'],Club Action ,Yo Majesty,1
Showtek,1786,Showtek & Brooks feat. Natalie Major - On Our Own,Showtek & Brooks feat. Natalie Major,On Our Own,[],On Our Own,Showtek & Brooks,1
Showtek,1787,Showtek feat. We Are Loud & Sonny Wilson - Booyah,Showtek feat. We Are Loud & Sonny Wilson,Booyah,[],Booyah,Showtek,1
Showtek,1788,Showtek feat. We Are Loud & Sonny Wilson - Booyah (Sonny's Acoustic Chill Version),Showtek feat. We Are Loud & Sonny Wilson,Booyah (Sonny's Acoustic Chill Version),"[""Sonny's Acoustic Chill Version""]",Booyah ,Showtek,1
Showtek,1789,Showtek feat. We Are Loud & Sonny Wilson - Booyah (Party Favor Remix),Showtek feat. We Are Loud & Sonny Wilson,Booyah (Party Favor Remix),['Party Favor Remix'],Booyah ,Showtek,1
Showtek,1790,Showtek & TNT aka Technoboy 'N' Tuneboy - Mellow,Showtek & TNT aka Technoboy 'N' Tuneboy,Mellow,[],Mellow,Showtek & TNT aka Technoboy 'N' Tuneboy,1
Showtek,1791,Showtek & TNT aka Technoboy 'N' Tuneboy - Mellow (YDG Remix),Showtek & TNT aka Technoboy 'N' Tuneboy,Mellow (YDG Remix),['YDG Remix'],Mellow ,Showtek & TNT aka Technoboy 'N' Tuneboy,1
Showtek,1792,Showtek feat. GD - ID,Showtek feat. GD,ID,[],ID,Showtek,1
Showtek,1793,Showtek & Major Lazer - Believer,Showtek & Major Lazer,Believer,[],Believer,Showtek & Major Lazer,1
Showtek,1794,Showtek - FTS (Fuck The System),Showtek,FTS (Fuck The System),['Fuck The System'],FTS ,Showtek,1
Slushii,1858,Slushii - All I've Ever Wanted,Slushii,All I've Ever Wanted,[],All I've Ever Wanted,Slushii,1
Slushii,1859,Slushii - Make Me Feel,Slushii,Make Me Feel,[],Make Me Feel,Slushii,1
Slushii,1860,Slushii - Luv U Need U,Slushii,Luv U Need U,[],Luv U Need U,Slushii,1
Slushii,1861,D.R.A.M. feat. Lil Yachty - Broccoli (heRobust Busted Remix),D.R.A.M. feat. Lil Yachty,Broccoli (heRobust Busted Remix),['heRobust Busted Remix'],Broccoli ,D.R.A.M.,1
Slushii,1862,graves & Coolights - Say Things (Crankdat Re-Crank),graves & Coolights,Say Things (Crankdat Re-Crank),['Crankdat Re-Crank'],Say Things ,graves & Coolights,1
Slushii,1863,Alan Walker feat. Iselin Solheim - Faded (Slushii Remix),Alan Walker feat. Iselin Solheim,Faded (Slushii Remix),['Slushii Remix'],Faded ,Alan Walker,1
Slushii,1864,Slushii - Emptiness,Slushii,Emptiness,[],Emptiness,Slushii,1
Slushii,1865,Yeah Yeah Yeahs - Heads Will Roll (A-Trak Remix),Yeah Yeah Yeahs,Heads Will Roll (A-Trak Remix),['A-Trak Remix'],Heads Will Roll ,Yeah Yeah Yeahs,1
Slushii,1866,Rihanna feat. Drake - Work (Acappella),Rihanna feat. Drake,Work (Acappella),['Acappella'],Work ,Rihanna,1
Slushii,1867,Whitney Houston vs. Yellow Claw - I Will Always Lick Dat (The Underdogs DJ Tool),Whitney Houston vs. Yellow Claw,I Will Always Lick Dat (The Underdogs DJ Tool),['The Underdogs DJ Tool'],I Will Always Lick Dat ,Whitney Houston vs. Yellow Claw,1
Slushii,1868,YOGI feat. Pusha T - Burial (Skrillex & TrollPhace Remix / Slushii Flip),YOGI feat. Pusha T,Burial (Skrillex & TrollPhace Remix / Slushii Flip),['Skrillex & TrollPhace Remix / Slushii Flip'],Burial ,YOGI,1
Slushii,1869,Future - Mask Off,Future,Mask Off,[],Mask Off,Future,1
Slushii,1870,Slushii - ID,Slushii,ID,[],ID,Slushii,1
Slushii,1871,DJ Snake feat. Justin Bieber - Let Me Love You,DJ Snake feat. Justin Bieber,Let Me Love You,[],Let Me Love You,DJ Snake,1
Slushii,1872,Ookay & Slushii - By My Side,Ookay & Slushii,By My Side,[],By My Side,Ookay & Slushii,1
Slushii,1873,Slushii - I Still Recall,Slushii,I Still Recall,[],I Still Recall,Slushii,1
Slushii,1874,Lil *Zi Vert - XO TOUR Llif3,Lil *Zi Vert,XO TOUR Llif3,[],XO TOUR Llif3,Lil *Zi Vert,1
Slushii,1875,Slushii & Dion Timmer - Test Me,Slushii & Dion Timmer,Test Me,[],Test Me,Slushii & Dion Timmer,1
Slushii,1876,A$AP Ferg feat. Future - New Level,A$AP Ferg feat. Future,New Level,[],New Level,A$AP Ferg,1
Slushii,1877,Ricky Remedy & Diplo feat. Tunji Ige - Kikit (Chosen),Ricky Remedy & Diplo feat. Tunji Ige,Kikit (Chosen),['Chosen'],Kikit ,Ricky Remedy & Diplo,1
Slushii,1878,RL Grime vs. Boombox Cartel feat. Shoffy - Core vs. Alamo (Boombox Cartel Edit),RL Grime vs. Boombox Cartel feat. Shoffy,Core vs. Alamo (Boombox Cartel Edit),['Boombox Cartel Edit'],Core vs. Alamo ,RL Grime vs. Boombox Cartel,1
Slushii,1879,San Holo - Light (Crankdat Re-Crank),San Holo,Light (Crankdat Re-Crank),['Crankdat Re-Crank'],Light ,San Holo,1
Slushii,1880,LOUDPVCK & Michael Sparks - Bones,LOUDPVCK & Michael Sparks,Bones,[],Bones,LOUDPVCK & Michael Sparks,1
Slushii,1881,Twenty One Pilots - Ride,Twenty One Pilots,Ride,[],Ride,Twenty One Pilots,1
Slushii,1882,Jack U* feat. 2 Chainz - Febreze,Jack U* feat. 2 Chainz,Febreze,[],Febreze,Jack U*,1
Slushii,1883,DJ Fresh feat. Ce'Cile - Gold Dust (Flux Pavilion Remix),DJ Fresh feat. Ce'Cile,Gold Dust (Flux Pavilion Remix),['Flux Pavilion Remix'],Gold Dust ,DJ Fresh,1
Slushii,1884,Marshmello - Alone (Slushii Remix),Marshmello,Alone (Slushii Remix),['Slushii Remix'],Alone ,Marshmello,1
Slushii,1885,Marshmello & Slushii - Twinbow,Marshmello & Slushii,Twinbow,[],Twinbow,Marshmello & Slushii,1
Slushii,1886,Flosstradamus & GTA feat. Lil Jon - Prison Riot,Flosstradamus & GTA feat. Lil Jon,Prison Riot,[],Prison Riot,Flosstradamus & GTA,1
Slushii,1887,KAYZO - Whistle Wars (Slushii Bootleg),KAYZO,Whistle Wars (Slushii Bootleg),['Slushii Bootleg'],Whistle Wars ,KAYZO,1
Slushii,1888,GTA feat. DJ Funk - Booty Bounce (GTA HYPRR MIX),GTA feat. DJ Funk,Booty Bounce (GTA HYPRR MIX),['GTA HYPRR MIX'],Booty Bounce ,GTA,1
Slushii,1889,Big Sean feat. E40 - IDFWU (I Don't Fuck With You) (Acappella),Big Sean feat. E40,IDFWU (I Don't Fuck With You) (Acappella),"[""I Don't Fuck With You) (Acappella""]",IDFWU ,Big Sean,1
Slushii,1890,JOYRYDE feat. Freddie Gibbs - Damn,JOYRYDE feat. Freddie Gibbs,Damn,[],Damn,JOYRYDE,1
Slushii,1891,Skrillex & Habstrakt - Chicken Soup (Part Native Remix),Skrillex & Habstrakt,Chicken Soup (Part Native Remix),['Part Native Remix'],Chicken Soup ,Skrillex & Habstrakt,1
Slushii,1892,Drake - Hotline Bling (Ookay VIP Remix),Drake,Hotline Bling (Ookay VIP Remix),['Ookay VIP Remix'],Hotline Bling ,Drake,1
Slushii,1893,Skrillex & Rick Ross - Purple Lamborghini,Skrillex & Rick Ross,Purple Lamborghini,[],Purple Lamborghini,Skrillex & Rick Ross,1
Slushii,1894,Dombresky - Utopia (4B Remix),Dombresky,Utopia (4B Remix),['4B Remix'],Utopia ,Dombresky,1
Slushii,1895,Post Malone feat. Quavo - Congratulations,Post Malone feat. Quavo,Congratulations,[],Congratulations,Post Malone,1
Slushii,1896,Ookay - Thief,Ookay,Thief,[],Thief,Ookay,1
Slushii,1897,Boombox Cartel - Jefe,Boombox Cartel,Jefe,[],Jefe,Boombox Cartel,1
Slushii,1898,Kendrick Lamar - M.A.A.D City,Kendrick Lamar,M.A.A.D City,[],M.A.A.D City,Kendrick Lamar,1
Slushii,1899,Yo Majesty - Club Action (Smookie Illson Bootleg),Yo Majesty,Club Action (Smookie Illson Bootleg),['Smookie Illson Bootleg'],Club Action ,Yo Majesty,1
Slushii,1900,Skrillex & Rick Ross - Purple Lamborghini,Skrillex & Rick Ross,Purple Lamborghini,[],Purple Lamborghini,Skrillex & Rick Ross,1
Slushii,1901,Cascada vs. Dillon Francis & Sultan + Shepard ft. The Chain Gang Of 1974 & Zomboy - Everytime We Touch vs. When We Were Young (Party Favor Edit),Cascada vs. Dillon Francis & Sultan + Shepard ft. The Chain Gang Of 1974 & Zomboy,Everytime We Touch vs. When We Were Young (Party Favor Edit),['Party Favor Edit'],Everytime We Touch vs. When We Were Young ,Cascada vs. Dillon Francis & Sultan + Shepard,1
Slushii,1902,Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix - Tremor vs. Wonderwall (J*S*PH B* Edit),Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix,Tremor vs. Wonderwall (J*S*PH B* Edit),['J*S*PH B* Edit'],Tremor vs. Wonderwall ,Oasis vs. Dimitri Vegas & Like Mike & Martin Garrix,1
Slushii,1903,JVST SAY YES & Virtual Riot - Feel The Bass,JVST SAY YES & Virtual Riot,Feel The Bass,[],Feel The Bass,JVST SAY YES & Virtual Riot,1
Slushii,1904,R. Kelly - Ignition,R. Kelly,Ignition,[],Ignition,R. Kelly,1
Slushii,1905,Destructo feat. YG - Party Up (GTA Remix / Wuki Edit),Destructo feat. YG,Party Up (GTA Remix / Wuki Edit),['GTA Remix / Wuki Edit'],Party Up ,Destructo,1
Slushii,1906,Knife Party - Power Glove,Knife Party,Power Glove,[],Power Glove,Knife Party,1
Slushii,1907,Skrillex & Wolfgang Gartner vs. Daft Punk - The Devil's Den (VIP) vs. Harder Better Faster Stronger (Skrillex Mashup),Skrillex & Wolfgang Gartner vs. Daft Punk,The Devil's Den (VIP) vs. Harder Better Faster Stronger (Skrillex Mashup),['VIP) vs. Harder Better Faster Stronger (Skrillex Mashup'],The Devil's Den ,Skrillex & Wolfgang Gartner vs. Daft Punk,1
Slushii,1908,Excision & Dion Timmer - Mirror,Excision & Dion Timmer,Mirror,[],Mirror,Excision & Dion Timmer,1
Slushii,1909,Drake - Fake Love,Drake,Fake Love,[],Fake Love,Drake,1
Slushii,1910,Getter & Ghastly - 666!,Getter & Ghastly,666!,[],666!,Getter & Ghastly,1
Slushii,1911,Valentino Khan - Deep Down Low,Valentino Khan,Deep Down Low,[],Deep Down Low,Valentino Khan,1
Slushii,1912,The White Stripes - Seven Nation Army,The White Stripes,Seven Nation Army,[],Seven Nation Army,The White Stripes,1
Slushii,1913,Stoltenhoff - ID,Stoltenhoff,ID,[],ID,Stoltenhoff,1
Slushii,1914,Dr. Dre feat. Snoop Dogg - Still D.R.E.,Dr. Dre feat. Snoop Dogg,Still D.R.E.,[],Still D.R.E.,Dr. Dre,1
Slushii,1915,Cesqeaux & KAYZO - Home,Cesqeaux & KAYZO,Home,[],Home,Cesqeaux & KAYZO,1
Slushii,1916,Wuki - Dadadada (Slushii Edit),Wuki,Dadadada (Slushii Edit),['Slushii Edit'],Dadadada ,Wuki,1
Slushii,1917,The Killers - Mr. Brightside,The Killers,Mr. Brightside,[],Mr. Brightside,The Killers,1
Slushii,1918,Excision & Space Laces - Throwin' Elbows,Excision & Space Laces,Throwin' Elbows,[],Throwin' Elbows,Excision & Space Laces,1
Slushii,1919,Snails & Space Laces - Squishy Riddim,Snails & Space Laces,Squishy Riddim,[],Squishy Riddim,Snails & Space Laces,1
Slushii,1920,MadeinTYO - Uber Everywhere (Slushii Remix),MadeinTYO,Uber Everywhere (Slushii Remix),['Slushii Remix'],Uber Everywhere ,MadeinTYO,1
Slushii,1921,A$AP Ferg vs. MERCER & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy - Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. (Middle Fingers Up) vs. Like A Bitch (Slushii Edit),A$AP Ferg vs. MERCER & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy,Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. (Middle Fingers Up) vs. Like A Bitch (Slushii Edit),['Middle Fingers Up) vs. Like A Bitch (Slushii Edit'],Work vs. Lunatic vs. The End vs. Kernkraft 400 vs. M.F.U. ,A$AP Ferg vs. MERCER & DJ Snake vs. Eptic & Breaux vs. Zombie Nation & W&W vs. Flosstradamus & Valentino Khan vs. Zomboy,1
Slushii,1922,SQUNTO - Sayim,SQUNTO,Sayim,[],Sayim,SQUNTO,1
Slushii,1923,Kendrick Lamar - DNA.,Kendrick Lamar,DNA.,[],DNA.,Kendrick Lamar,1
Slushii,1924,Party Favor - WAWA,Party Favor,WAWA,[],WAWA,Party Favor,1
Slushii,1925,Wiwek & Skrillex feat. Eliphant - Killa (Slushii Remix),Wiwek & Skrillex feat. Eliphant,Killa (Slushii Remix),['Slushii Remix'],Killa ,Wiwek & Skrillex,1
Slushii,1926,Doctor P - Watch Out,Doctor P,Watch Out,[],Watch Out,Doctor P,1
Slushii,1927,DJ Khaled ft. Ludacris & Rick Ross & T-Pain & Snoop Dogg vs. DJ Snake vs. 4B & Aazar vs. Phiso & Slushii - All I Do Is Win vs. Propaganda vs. Pop That vs. Jotaro (Slushii Edit),DJ Khaled ft. Ludacris & Rick Ross & T-Pain & Snoop Dogg vs. DJ Snake vs. 4B & Aazar vs. Phiso & Slushii,All I Do Is Win vs. Propaganda vs. Pop That vs. Jotaro (Slushii Edit),['Slushii Edit'],All I Do Is Win vs. Propaganda vs. Pop That vs. Jotaro ,DJ Khaled,1
Slushii,1928,Eurythmics - Sweet Dreams,Eurythmics,Sweet Dreams,[],Sweet Dreams,Eurythmics,1
Slushii,1929,Zomboy - Like A Bitch,Zomboy,Like A Bitch,[],Like A Bitch,Zomboy,1
Slushii,1930,Vengaboys - We Like To Party,Vengaboys,We Like To Party,[],We Like To Party,Vengaboys,1
Slushii,1931,Phiso - ID,Phiso,ID,[],ID,Phiso,1
Slushii,1932,The Chainsmokers feat. Halsey - Closer (Slushii Remix),The Chainsmokers feat. Halsey,Closer (Slushii Remix),['Slushii Remix'],Closer ,The Chainsmokers,1
Snails,1933,Warez feat. Ouza - Zealot Pt. 1,Warez feat. Ouza,Zealot Pt. 1,[],Zealot Pt. 1,Warez,1
Snails,1934,Alesso feat. Tove Lo - Heroes (We Could Be) (Mastadon Total Fuck Up),Alesso feat. Tove Lo,Heroes (We Could Be) (Mastadon Total Fuck Up),['We Could Be) (Mastadon Total Fuck Up'],Heroes ,Alesso,1
Snails,1935,Trampa - Runners,Trampa,Runners,[],Runners,Trampa,1
Snails,1936,Kill The Noise - FUK UR MGMT (Snails Remix),Kill The Noise,FUK UR MGMT (Snails Remix),['Snails Remix'],FUK UR MGMT ,Kill The Noise,1
Snails,1937,Snails & Space Laces - Squishy Riddim,Snails & Space Laces,Squishy Riddim,[],Squishy Riddim,Snails & Space Laces,1
Snails,1938,Rick Ross feat. Young Thug & Wale - Trap Trap Trap (Aazar Remix),Rick Ross feat. Young Thug & Wale,Trap Trap Trap (Aazar Remix),['Aazar Remix'],Trap Trap Trap ,Rick Ross,1
Snails,1939,Dirty Audio - Alien Cookies,Dirty Audio,Alien Cookies,[],Alien Cookies,Dirty Audio,1
Snails,1940,Subkill - Ready For Conflict,Subkill,Ready For Conflict,[],Ready For Conflict,Subkill,1
Snails,1941,Tisoki - Time Travel,Tisoki,Time Travel,[],Time Travel,Tisoki,1
Snails,1942,NGHTMRE & Boombox Cartel - Aftershock (VIP),NGHTMRE & Boombox Cartel,Aftershock (VIP),['VIP'],Aftershock ,NGHTMRE & Boombox Cartel,1
Snails,1943,Galantis - No Money (Acappella),Galantis,No Money (Acappella),['Acappella'],No Money ,Galantis,1
Snails,1944,Flux Pavilion & NGHTMRE feat. Jamie Lewis - Feel Your Love (Axen Remix),Flux Pavilion & NGHTMRE feat. Jamie Lewis,Feel Your Love (Axen Remix),['Axen Remix'],Feel Your Love ,Flux Pavilion & NGHTMRE,1
Snails,1945,Eliminate - Snake Bite (VIP),Eliminate,Snake Bite (VIP),['VIP'],Snake Bite ,Eliminate,1
Snails,1946,Crizzly & Prismo - Crunk & Wired (Carbin Remix),Crizzly & Prismo,Crunk & Wired (Carbin Remix),['Carbin Remix'],Crunk & Wired ,Crizzly & Prismo,1
Snails,1947,Excision - Rave Thing,Excision,Rave Thing,[],Rave Thing,Excision,1
Snails,1948,Snails - Frogbass,Snails,Frogbass,[],Frogbass,Snails,1
Snails,1949,Slayer - Raining Blood,Slayer,Raining Blood,[],Raining Blood,Slayer,1
Snails,1950,Spag Heddy & Eh!de - Selecta,Spag Heddy & Eh!de,Selecta,[],Selecta,Spag Heddy & Eh!de,1
Tiesto,1951,Ti*sto & The Chainsmokers - Split (Only U),Ti*sto & The Chainsmokers,Split (Only U),['Only U'],Split ,Ti*sto & The Chainsmokers,1
Tiesto,1952,John Christian - The Grimm,John Christian,The Grimm,[],The Grimm,John Christian,1
Tiesto,1953,Curbi X Mesto - BRUH,Curbi X Mesto,BRUH,[],BRUH,Curbi X Mesto,1
Tiesto,1954,Ti*sto & Sevenn - BOOM,Ti*sto & Sevenn,BOOM,[],BOOM,Ti*sto & Sevenn,1
Tiesto,1955,John Christian - Flight 643,John Christian,Flight 643,[],Flight 643,John Christian,1
Tiesto,1956,Tiesto vs. Junkie Kid & Shelboy - Traffic Shock (Christopher Ramirez Mashup),Tiesto vs. Junkie Kid & Shelboy,Traffic Shock (Christopher Ramirez Mashup),['Christopher Ramirez Mashup'],Traffic Shock ,Tiesto vs. Junkie Kid & Shelboy,1
Tiesto,1957,DJ Jean - The Launch (Olly James Remix),DJ Jean,The Launch (Olly James Remix),['Olly James Remix'],The Launch ,DJ Jean,1
Tiesto,1958,"Mightyfools - Footrocker (Get Your, Get Your Hands Up Acappella)",Mightyfools,"Footrocker (Get Your, Get Your Hands Up Acappella)","['Get Your, Get Your Hands Up Acappella']",Footrocker ,Mightyfools,1
Tiesto,1959,Ti*sto & Diplo - C'mon,Ti*sto & Diplo,C'mon,[],C'mon,Ti*sto & Diplo,1
Tiesto,1960,DJ KUBA & NEITAN & Nicci vs. Icona Pop & Charlie XCX - Drop The Beat vs. I Love It (Chunky Dip & Jesse James Mashup),DJ KUBA & NEITAN & Nicci vs. Icona Pop & Charlie XCX,Drop The Beat vs. I Love It (Chunky Dip & Jesse James Mashup),['Chunky Dip & Jesse James Mashup'],Drop The Beat vs. I Love It ,DJ KUBA & NEITAN & Nicci vs. Icona Pop & Charlie XCX,1
Tiesto,1961,Afrojack & Kryder & Tom Staar vs. Deniz Koyu & Zedd vs. Starkillers & Alex Kenji & Alesso - Can't Stop The Pressure Spectrum (Dzeko & Torres Longest Edit Ever Edit),Afrojack & Kryder & Tom Staar vs. Deniz Koyu & Zedd vs. Starkillers & Alex Kenji & Alesso,Can't Stop The Pressure Spectrum (Dzeko & Torres Longest Edit Ever Edit),['Dzeko & Torres Longest Edit Ever Edit'],Can't Stop The Pressure Spectrum ,Afrojack & Kryder & Tom Staar vs. Deniz Koyu & Zedd vs. Starkillers & Alex Kenji & Alesso,1
Tiesto,1962,Alesso & Sebastian Ingrosso vs. Otto Knows - Calling vs. Million Voices (Marvic Mashup),Alesso & Sebastian Ingrosso vs. Otto Knows,Calling vs. Million Voices (Marvic Mashup),['Marvic Mashup'],Calling vs. Million Voices ,Alesso & Sebastian Ingrosso vs. Otto Knows,1
Tiesto,1963,Ivan Gough & Feenixpawl feat. Georgi Kay - In My Mind (Axwell Mix),Ivan Gough & Feenixpawl feat. Georgi Kay,In My Mind (Axwell Mix),['Axwell Mix'],In My Mind ,Ivan Gough & Feenixpawl,1
Tiesto,1964,Zedd feat. Foxes - Clarity (Ti*sto Remix),Zedd feat. Foxes,Clarity (Ti*sto Remix),['Ti*sto Remix'],Clarity ,Zedd,1
Tiesto,1965,Martin Garrix & Ti*sto - The Only Way Is Up,Martin Garrix & Ti*sto,The Only Way Is Up,[],The Only Way Is Up,Martin Garrix & Ti*sto,1
Tiesto,1966,Ti*sto & KSHMR feat. Talay Riley - Harder,Ti*sto & KSHMR feat. Talay Riley,Harder,[],Harder,Ti*sto & KSHMR,1
Tiesto,1967,Post Malone feat. Quavo - Congratulations (Dzeko Remix),Post Malone feat. Quavo,Congratulations (Dzeko Remix),['Dzeko Remix'],Congratulations ,Post Malone,1
Tiesto,1968,Miley Cyrus - Malibu (Ti*sto Remix),Miley Cyrus,Malibu (Ti*sto Remix),['Ti*sto Remix'],Malibu ,Miley Cyrus,1
Tiesto,1969,Ti*sto feat. Tegan & Sara - Feel It In My Bones (Riggi & Piros Remix),Ti*sto feat. Tegan & Sara,Feel It In My Bones (Riggi & Piros Remix),['Riggi & Piros Remix'],Feel It In My Bones ,Ti*sto,1
Tiesto,1970,Ti*sto & KSHMR feat. VASSY - Secrets,Ti*sto & KSHMR feat. VASSY,Secrets,[],Secrets,Ti*sto & KSHMR,1
Tiesto,1971,Ti*sto & DallasK - Show Me,Ti*sto & DallasK,Show Me,[],Show Me,Ti*sto & DallasK,1
Tiesto,1972,VINAI - Our Style,VINAI,Our Style,[],Our Style,VINAI,1
Tiesto,1973,Dzeko - Maria,Dzeko,Maria,[],Maria,Dzeko,1
Tiesto,1974,Ti*sto - Maximal Crazy,Ti*sto,Maximal Crazy,[],Maximal Crazy,Ti*sto,1
Tiesto,1975,Dzeko & Torres feat. Delaney Jane - L'amour Toujours (Ti*sto Edit),Dzeko & Torres feat. Delaney Jane,L'amour Toujours (Ti*sto Edit),['Ti*sto Edit'],L'amour Toujours ,Dzeko & Torres,1
Tiesto,1976,Reece Low & SCNDL - Sprungkraft,Reece Low & SCNDL,Sprungkraft,[],Sprungkraft,Reece Low & SCNDL,1
Tiesto,1977,Ookay - Thief (DIV/IDE Remix),Ookay,Thief (DIV/IDE Remix),['DIV/IDE Remix'],Thief ,Ookay,1
Tiesto,1978,Ookay - Thief,Ookay,Thief,[],Thief,Ookay,1
Tiesto,1979,Aazar - Lay It Down,Aazar,Lay It Down,[],Lay It Down,Aazar,1
Tiesto,1980,Kanye West feat. Desiigner - Father Stretch My Hands Pt. 2,Kanye West feat. Desiigner,Father Stretch My Hands Pt. 2,[],Father Stretch My Hands Pt. 2,Kanye West,1
Tiesto,1981,FelMax - Robin,FelMax,Robin,[],Robin,FelMax,1
Tiesto,1982,Black Eyed Peas - Pump It (SWACQ Remix),Black Eyed Peas,Pump It (SWACQ Remix),['SWACQ Remix'],Pump It ,Black Eyed Peas,1
Tiesto,1983,Dzeko feat. Brynn Elliott - California,Dzeko feat. Brynn Elliott,California,[],California,Dzeko,1
Tiesto,1984,Ti*sto feat. Michel Zitron - Red Lights (Hungry Man Fun Man Remix),Ti*sto feat. Michel Zitron,Red Lights (Hungry Man Fun Man Remix),['Hungry Man Fun Man Remix'],Red Lights ,Ti*sto,1
Tiesto,1985,The Killers - Mr. Brightside (Two Friends Remix),The Killers,Mr. Brightside (Two Friends Remix),['Two Friends Remix'],Mr. Brightside ,The Killers,1
Tiesto,1986,Ti*sto feat. Calvin Harris - Century (Acappella),Ti*sto feat. Calvin Harris,Century (Acappella),['Acappella'],Century ,Ti*sto,1
Tiesto,1987,Corporate Slackrs feat. Emma Zander - Electric Sky,Corporate Slackrs feat. Emma Zander,Electric Sky,[],Electric Sky,Corporate Slackrs,1
Tiesto,1988,Kygo & Selena Gomez - It Ain't Me (Ti*sto AFTR:HRS Remix),Kygo & Selena Gomez,It Ain't Me (Ti*sto AFTR:HRS Remix),['Ti*sto AFTR:HRS Remix'],It Ain't Me ,Kygo & Selena Gomez,1
Tiesto,1989,Ti*sto feat. Matthew Koma - Wasted,Ti*sto feat. Matthew Koma,Wasted,[],Wasted,Ti*sto,1
Tiesto,1990,Ti*sto feat. Matthew Koma - Wasted (Ummet Ozcan Remix),Ti*sto feat. Matthew Koma,Wasted (Ummet Ozcan Remix),['Ummet Ozcan Remix'],Wasted ,Ti*sto,1
Tiesto,1991,Garmiani - Bomb A Drop,Garmiani,Bomb A Drop,[],Bomb A Drop,Garmiani,1
Tiesto,1992,Showtek & Justin Prime - Cannonball,Showtek & Justin Prime,Cannonball,[],Cannonball,Showtek & Justin Prime,1
Tiesto,1993,Riggi & Piros - ID,Riggi & Piros,ID,[],ID,Riggi & Piros,1
Tiesto,1994,Blasterjaxx - No Sleep,Blasterjaxx,No Sleep,[],No Sleep,Blasterjaxx,1
Tiesto,1995,VAVO vs. Tony Igy - Astronomia 2K17,VAVO vs. Tony Igy,Astronomia 2K17,[],Astronomia 2K17,VAVO vs. Tony Igy,1
Tiesto,1996,DVBBS & MOTi - This Is Dirty,DVBBS & MOTi,This Is Dirty,[],This Is Dirty,DVBBS & MOTi,1
